"Order Number","Line Item","Order Date","Delivery Date",CustomerKey,StoreKey,ProductKey,Quantity,"Currency Code"
680003,2,"2016-11-10 00:00:00","2016-11-16 00:00:00",1276329,0,162,3,USD
680005,1,"2016-11-10 00:00:00","Not Available",2015104,44,2397,7,USD
680005,2,"2016-11-10 00:00:00","Not Available",2015104,44,40,2,USD
680006,1,"2016-11-10 00:00:00","Not Available",861784,34,1658,4,EUR
680006,2,"2016-11-10 00:00:00","Not Available",861784,34,1699,7,EUR
680007,1,"2016-11-10 00:00:00","2016-11-18 00:00:00",2002288,0,1588,2,USD
680009,1,"2016-11-10 00:00:00","Not Available",1841513,45,976,5,USD
680010,1,"2016-11-10 00:00:00","Not Available",1837602,64,1073,2,USD
681000,1,"2016-11-11 00:00:00","Not Available",1003056,41,358,7,GBP
681001,1,"2016-11-11 00:00:00","2016-11-19 00:00:00",1102760,0,128,2,GBP
681001,2,"2016-11-11 00:00:00","2016-11-19 00:00:00",1102760,0,102,7,GBP
681001,3,"2016-11-11 00:00:00","2016-11-19 00:00:00",1102760,0,1736,3,GBP
681001,4,"2016-11-11 00:00:00","2016-11-19 00:00:00",1102760,0,1823,1,GBP
681003,1,"2016-11-11 00:00:00","Not Available",1462312,61,54,1,USD
681003,2,"2016-11-11 00:00:00","Not Available",1462312,61,1519,2,USD
681003,3,"2016-11-11 00:00:00","Not Available",1462312,61,65,8,USD
681003,4,"2016-11-11 00:00:00","Not Available",1462312,61,128,2,USD
681003,5,"2016-11-11 00:00:00","Not Available",1462312,61,1411,2,USD
681003,6,"2016-11-11 00:00:00","Not Available",1462312,61,1688,1,USD
681003,7,"2016-11-11 00:00:00","Not Available",1462312,61,1746,3,USD
681004,1,"2016-11-11 00:00:00","2016-11-17 00:00:00",1361042,0,502,2,USD
681004,2,"2016-11-11 00:00:00","2016-11-17 00:00:00",1361042,0,1689,1,USD
681004,3,"2016-11-11 00:00:00","2016-11-17 00:00:00",1361042,0,1880,1,USD
681004,4,"2016-11-11 00:00:00","2016-11-17 00:00:00",1361042,0,1983,5,USD
681006,1,"2016-11-11 00:00:00","Not Available",1233786,47,78,2,USD
681006,2,"2016-11-11 00:00:00","Not Available",1233786,47,47,5,USD
681007,1,"2016-11-11 00:00:00","Not Available",1956301,61,1645,1,USD
681007,2,"2016-11-11 00:00:00","Not Available",1956301,61,1032,9,USD
681007,3,"2016-11-11 00:00:00","Not Available",1956301,61,152,1,USD
681008,1,"2016-11-11 00:00:00","Not Available",1628073,53,1575,2,USD
681008,2,"2016-11-11 00:00:00","Not Available",1628073,53,398,2,USD
681008,3,"2016-11-11 00:00:00","Not Available",1628073,53,72,3,USD
682000,1,"2016-11-12 00:00:00","Not Available",338444,8,2017,3,CAD
682000,2,"2016-11-12 00:00:00","Not Available",338444,8,1481,1,CAD
682000,3,"2016-11-12 00:00:00","Not Available",338444,8,2503,5,CAD
682000,4,"2016-11-12 00:00:00","Not Available",338444,8,121,1,CAD
682001,1,"2016-11-12 00:00:00","Not Available",1454248,56,1292,1,USD
682001,2,"2016-11-12 00:00:00","Not Available",1454248,56,424,7,USD
682002,1,"2016-11-12 00:00:00","2016-11-18 00:00:00",1316237,0,1656,6,USD
682002,2,"2016-11-12 00:00:00","2016-11-18 00:00:00",1316237,0,687,1,USD
682002,3,"2016-11-12 00:00:00","2016-11-18 00:00:00",1316237,0,951,1,USD
682003,1,"2016-11-12 00:00:00","Not Available",1538797,57,1494,2,USD
682005,1,"2016-11-12 00:00:00","Not Available",93314,6,1254,4,AUD
682005,2,"2016-11-12 00:00:00","Not Available",93314,6,597,4,AUD
682005,3,"2016-11-12 00:00:00","Not Available",93314,6,1662,1,AUD
682005,4,"2016-11-12 00:00:00","Not Available",93314,6,47,2,AUD
682005,5,"2016-11-12 00:00:00","Not Available",93314,6,2160,4,AUD
682006,1,"2016-11-12 00:00:00","Not Available",1279307,45,157,2,USD
682006,2,"2016-11-12 00:00:00","Not Available",1279307,45,464,2,USD
682006,3,"2016-11-12 00:00:00","Not Available",1279307,45,164,6,USD
682007,1,"2016-11-12 00:00:00","Not Available",1598422,43,98,1,USD
682007,2,"2016-11-12 00:00:00","Not Available",1598422,43,2171,3,USD
682007,3,"2016-11-12 00:00:00","Not Available",1598422,43,1766,6,USD
682009,1,"2016-11-12 00:00:00","Not Available",1233674,54,2369,1,USD
682009,2,"2016-11-12 00:00:00","Not Available",1233674,54,993,1,USD
682010,1,"2016-11-12 00:00:00","Not Available",1276079,50,593,6,USD
682010,2,"2016-11-12 00:00:00","Not Available",1276079,50,1605,2,USD
682010,3,"2016-11-12 00:00:00","Not Available",1276079,50,1080,1,USD
682010,4,"2016-11-12 00:00:00","Not Available",1276079,50,110,2,USD
682010,5,"2016-11-12 00:00:00","Not Available",1276079,50,53,3,USD
682011,1,"2016-11-12 00:00:00","Not Available",1565847,64,1602,2,USD
682012,1,"2016-11-12 00:00:00","2016-11-18 00:00:00",2061513,0,1533,3,USD
682013,1,"2016-11-12 00:00:00","Not Available",1151790,37,1617,3,GBP
682015,1,"2016-11-12 00:00:00","Not Available",410114,20,1584,3,EUR
682015,2,"2016-11-12 00:00:00","Not Available",410114,20,1411,1,EUR
682015,3,"2016-11-12 00:00:00","Not Available",410114,20,1699,2,EUR
684000,1,"2016-11-14 00:00:00","Not Available",1083191,38,2476,1,GBP
684000,2,"2016-11-14 00:00:00","Not Available",1083191,38,991,1,GBP
684001,1,"2016-11-14 00:00:00","Not Available",717682,28,966,4,EUR
684002,1,"2016-11-14 00:00:00","2016-11-20 00:00:00",708287,0,1040,7,EUR
684002,2,"2016-11-14 00:00:00","2016-11-20 00:00:00",708287,0,121,2,EUR
684002,3,"2016-11-14 00:00:00","2016-11-20 00:00:00",708287,0,1063,5,EUR
684003,1,"2016-11-14 00:00:00","Not Available",1558588,50,1597,3,USD
684004,1,"2016-11-14 00:00:00","Not Available",1860591,65,1449,3,USD
684004,2,"2016-11-14 00:00:00","Not Available",1860591,65,2109,1,USD
684004,3,"2016-11-14 00:00:00","Not Available",1860591,65,423,10,USD
684005,1,"2016-11-14 00:00:00","2016-11-19 00:00:00",345767,0,1645,5,CAD
684005,2,"2016-11-14 00:00:00","2016-11-19 00:00:00",345767,0,889,1,CAD
684006,1,"2016-11-14 00:00:00","Not Available",411596,24,963,2,EUR
684006,2,"2016-11-14 00:00:00","Not Available",411596,24,2109,1,EUR
684006,3,"2016-11-14 00:00:00","Not Available",411596,24,1552,5,EUR
684006,4,"2016-11-14 00:00:00","Not Available",411596,24,114,4,EUR
685000,1,"2016-11-15 00:00:00","Not Available",1313198,43,2432,1,USD
685000,2,"2016-11-15 00:00:00","Not Available",1313198,43,1936,1,USD
685001,1,"2016-11-15 00:00:00","Not Available",1268744,55,1703,2,USD
685001,2,"2016-11-15 00:00:00","Not Available",1268744,55,1644,1,USD
685001,3,"2016-11-15 00:00:00","Not Available",1268744,55,2154,2,USD
685001,4,"2016-11-15 00:00:00","Not Available",1268744,55,418,3,USD
685001,5,"2016-11-15 00:00:00","Not Available",1268744,55,2113,3,USD
685001,6,"2016-11-15 00:00:00","Not Available",1268744,55,1556,2,USD
685001,7,"2016-11-15 00:00:00","Not Available",1268744,55,81,4,USD
685002,1,"2016-11-15 00:00:00","Not Available",971822,36,906,5,GBP
685003,1,"2016-11-15 00:00:00","Not Available",1763642,59,445,2,USD
685003,2,"2016-11-15 00:00:00","Not Available",1763642,59,1130,3,USD
685003,3,"2016-11-15 00:00:00","Not Available",1763642,59,662,6,USD
685003,4,"2016-11-15 00:00:00","Not Available",1763642,59,740,4,USD
685004,1,"2016-11-15 00:00:00","Not Available",1409340,63,60,1,USD
685004,2,"2016-11-15 00:00:00","Not Available",1409340,63,1273,3,USD
685004,3,"2016-11-15 00:00:00","Not Available",1409340,63,104,4,USD
685004,4,"2016-11-15 00:00:00","Not Available",1409340,63,1650,1,USD
685004,5,"2016-11-15 00:00:00","Not Available",1409340,63,164,7,USD
685004,6,"2016-11-15 00:00:00","Not Available",1409340,63,2498,3,USD
685004,7,"2016-11-15 00:00:00","Not Available",1409340,63,526,3,USD
685005,1,"2016-11-15 00:00:00","Not Available",985427,37,1596,6,GBP
685005,2,"2016-11-15 00:00:00","Not Available",985427,37,1053,5,GBP
685005,3,"2016-11-15 00:00:00","Not Available",985427,37,623,8,GBP
685005,4,"2016-11-15 00:00:00","Not Available",985427,37,102,1,GBP
685005,6,"2016-11-15 00:00:00","Not Available",985427,37,425,5,GBP
685005,7,"2016-11-15 00:00:00","Not Available",985427,37,2108,1,GBP
685006,1,"2016-11-15 00:00:00","2016-11-26 00:00:00",271416,0,1659,1,CAD
685007,1,"2016-11-15 00:00:00","Not Available",46917,6,1621,1,AUD
685007,2,"2016-11-15 00:00:00","Not Available",46917,6,1786,7,AUD
685008,1,"2016-11-15 00:00:00","Not Available",1401657,59,355,2,USD
685008,2,"2016-11-15 00:00:00","Not Available",1401657,59,529,5,USD
685008,3,"2016-11-15 00:00:00","Not Available",1401657,59,168,2,USD
685008,4,"2016-11-15 00:00:00","Not Available",1401657,59,658,4,USD
686000,1,"2016-11-16 00:00:00","Not Available",1664155,56,1552,2,USD
686000,2,"2016-11-16 00:00:00","Not Available",1664155,56,2095,1,USD
686000,3,"2016-11-16 00:00:00","Not Available",1664155,56,1652,2,USD
686000,4,"2016-11-16 00:00:00","Not Available",1664155,56,1710,6,USD
686000,5,"2016-11-16 00:00:00","Not Available",1664155,56,65,3,USD
686000,6,"2016-11-16 00:00:00","Not Available",1664155,56,69,1,USD
686001,1,"2016-11-16 00:00:00","Not Available",227116,9,981,1,CAD
686001,2,"2016-11-16 00:00:00","Not Available",227116,9,2176,2,CAD
686001,3,"2016-11-16 00:00:00","Not Available",227116,9,65,1,CAD
686001,4,"2016-11-16 00:00:00","Not Available",227116,9,560,1,CAD
686002,1,"2016-11-16 00:00:00","2016-11-19 00:00:00",1497768,0,2142,2,USD
686003,1,"2016-11-16 00:00:00","2016-11-21 00:00:00",1815456,0,2129,3,USD
686003,2,"2016-11-16 00:00:00","2016-11-21 00:00:00",1815456,0,1138,2,USD
686003,3,"2016-11-16 00:00:00","2016-11-21 00:00:00",1815456,0,460,2,USD
686004,1,"2016-11-16 00:00:00","Not Available",528376,27,1573,3,EUR
686005,1,"2016-11-16 00:00:00","2016-11-24 00:00:00",1939321,0,1607,10,USD
686005,2,"2016-11-16 00:00:00","2016-11-24 00:00:00",1939321,0,1649,3,USD
686008,1,"2016-11-16 00:00:00","Not Available",1187686,40,1705,1,GBP
686008,2,"2016-11-16 00:00:00","Not Available",1187686,40,1630,1,GBP
686009,1,"2016-11-16 00:00:00","Not Available",623256,14,1521,1,EUR
686009,2,"2016-11-16 00:00:00","Not Available",623256,14,430,8,EUR
686009,3,"2016-11-16 00:00:00","Not Available",623256,14,2509,2,EUR
686010,1,"2016-11-16 00:00:00","Not Available",1410514,53,207,1,USD
686010,2,"2016-11-16 00:00:00","Not Available",1410514,53,118,9,USD
686011,1,"2016-11-16 00:00:00","Not Available",405745,22,1581,3,EUR
686011,2,"2016-11-16 00:00:00","Not Available",405745,22,2110,3,EUR
686011,3,"2016-11-16 00:00:00","Not Available",405745,22,993,2,EUR
687000,1,"2016-11-17 00:00:00","2016-11-19 00:00:00",1114100,0,428,9,GBP
687000,2,"2016-11-17 00:00:00","2016-11-19 00:00:00",1114100,0,236,4,GBP
687000,3,"2016-11-17 00:00:00","2016-11-19 00:00:00",1114100,0,54,8,GBP
687001,1,"2016-11-17 00:00:00","Not Available",1971983,50,2040,3,USD
687001,2,"2016-11-17 00:00:00","Not Available",1971983,50,161,5,USD
687001,3,"2016-11-17 00:00:00","Not Available",1971983,50,471,4,USD
687001,4,"2016-11-17 00:00:00","Not Available",1971983,50,446,6,USD
687002,1,"2016-11-17 00:00:00","Not Available",1436124,66,25,1,USD
687003,1,"2016-11-17 00:00:00","2016-11-26 00:00:00",1829007,0,436,2,USD
687003,2,"2016-11-17 00:00:00","2016-11-26 00:00:00",1829007,0,2128,4,USD
687004,1,"2016-11-17 00:00:00","Not Available",559221,24,441,3,EUR
687004,2,"2016-11-17 00:00:00","Not Available",559221,24,1603,8,EUR
687004,3,"2016-11-17 00:00:00","Not Available",559221,24,75,1,EUR
687004,4,"2016-11-17 00:00:00","Not Available",559221,24,82,3,EUR
687006,1,"2016-11-17 00:00:00","Not Available",1325805,61,1153,2,USD
687006,2,"2016-11-17 00:00:00","Not Available",1325805,61,1617,3,USD
687007,1,"2016-11-17 00:00:00","Not Available",1069338,40,1578,2,GBP
687007,2,"2016-11-17 00:00:00","Not Available",1069338,40,1022,3,GBP
687007,3,"2016-11-17 00:00:00","Not Available",1069338,40,1985,1,GBP
687007,4,"2016-11-17 00:00:00","Not Available",1069338,40,2102,8,GBP
687008,1,"2016-11-17 00:00:00","Not Available",2056831,44,334,4,USD
687008,2,"2016-11-17 00:00:00","Not Available",2056831,44,1912,2,USD
687008,3,"2016-11-17 00:00:00","Not Available",2056831,44,186,1,USD
687008,4,"2016-11-17 00:00:00","Not Available",2056831,44,1669,3,USD
687009,1,"2016-11-17 00:00:00","Not Available",1434399,61,2511,1,USD
687009,2,"2016-11-17 00:00:00","Not Available",1434399,61,548,6,USD
687009,3,"2016-11-17 00:00:00","Not Available",1434399,61,74,7,USD
687010,1,"2016-11-17 00:00:00","Not Available",1208003,44,153,7,USD
687010,2,"2016-11-17 00:00:00","Not Available",1208003,44,162,2,USD
687011,1,"2016-11-17 00:00:00","Not Available",1373708,55,45,4,USD
687011,3,"2016-11-17 00:00:00","Not Available",1373708,55,2375,4,USD
687012,1,"2016-11-17 00:00:00","2016-11-25 00:00:00",1603545,0,1544,3,USD
687012,2,"2016-11-17 00:00:00","2016-11-25 00:00:00",1603545,0,2515,1,USD
688000,1,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,1651,2,USD
688000,2,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,132,5,USD
688000,3,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,84,7,USD
688000,4,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,1616,3,USD
688000,5,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,1481,1,USD
688000,6,"2016-11-18 00:00:00","2016-11-25 00:00:00",1359483,0,1664,2,USD
688003,1,"2016-11-18 00:00:00","Not Available",1634380,61,1345,3,USD
688003,2,"2016-11-18 00:00:00","Not Available",1634380,61,1406,3,USD
688004,1,"2016-11-18 00:00:00","Not Available",1947939,56,2155,8,USD
688007,1,"2016-11-18 00:00:00","Not Available",988697,41,74,1,GBP
688008,1,"2016-11-18 00:00:00","Not Available",1969736,47,1412,6,USD
688008,2,"2016-11-18 00:00:00","Not Available",1969736,47,158,3,USD
688008,3,"2016-11-18 00:00:00","Not Available",1969736,47,1815,1,USD
688008,4,"2016-11-18 00:00:00","Not Available",1969736,47,1277,4,USD
689000,1,"2016-11-19 00:00:00","Not Available",1277723,54,493,8,USD
689001,1,"2016-11-19 00:00:00","Not Available",1299894,66,736,8,USD
689001,2,"2016-11-19 00:00:00","Not Available",1299894,66,1351,1,USD
689003,1,"2016-11-19 00:00:00","Not Available",2012901,45,116,7,USD
689004,1,"2016-11-19 00:00:00","Not Available",735657,28,1610,1,EUR
689005,1,"2016-11-19 00:00:00","Not Available",418893,23,1933,1,EUR
689005,2,"2016-11-19 00:00:00","Not Available",418893,23,78,6,EUR
689005,3,"2016-11-19 00:00:00","Not Available",418893,23,1036,1,EUR
689006,1,"2016-11-19 00:00:00","Not Available",1248847,59,1571,1,USD
689006,2,"2016-11-19 00:00:00","Not Available",1248847,59,109,1,USD
689006,3,"2016-11-19 00:00:00","Not Available",1248847,59,1972,2,USD
689006,4,"2016-11-19 00:00:00","Not Available",1248847,59,418,3,USD
689007,1,"2016-11-19 00:00:00","Not Available",978532,37,203,3,GBP
689008,1,"2016-11-19 00:00:00","Not Available",769587,28,2497,9,EUR
689009,1,"2016-11-19 00:00:00","Not Available",21203,5,1129,2,AUD
689010,1,"2016-11-19 00:00:00","Not Available",964064,41,2489,1,GBP
689011,1,"2016-11-19 00:00:00","Not Available",910717,36,2089,1,GBP
689011,2,"2016-11-19 00:00:00","Not Available",910717,36,1466,3,GBP
689011,3,"2016-11-19 00:00:00","Not Available",910717,36,169,3,GBP
689013,1,"2016-11-19 00:00:00","Not Available",229838,8,2183,1,CAD
689015,1,"2016-11-19 00:00:00","Not Available",1210105,51,380,1,USD
690000,1,"2016-11-20 00:00:00","Not Available",784331,28,2419,1,EUR
690000,2,"2016-11-20 00:00:00","Not Available",784331,28,327,3,EUR
690000,3,"2016-11-20 00:00:00","Not Available",784331,28,1171,2,EUR
690000,4,"2016-11-20 00:00:00","Not Available",784331,28,2085,1,EUR
690000,5,"2016-11-20 00:00:00","Not Available",784331,28,62,4,EUR
690000,6,"2016-11-20 00:00:00","Not Available",784331,28,206,2,EUR
691000,1,"2016-11-21 00:00:00","2016-12-01 00:00:00",1942015,0,2450,2,USD
691000,2,"2016-11-21 00:00:00","2016-12-01 00:00:00",1942015,0,972,1,USD
691001,1,"2016-11-21 00:00:00","Not Available",796191,30,1764,3,EUR
691002,1,"2016-11-21 00:00:00","2016-11-24 00:00:00",1613362,0,1454,5,USD
691002,2,"2016-11-21 00:00:00","2016-11-24 00:00:00",1613362,0,101,1,USD
691003,1,"2016-11-21 00:00:00","Not Available",1819014,43,12,2,USD
691004,1,"2016-11-21 00:00:00","Not Available",536215,24,183,1,EUR
691005,1,"2016-11-21 00:00:00","Not Available",399805,9,417,2,CAD
691005,2,"2016-11-21 00:00:00","Not Available",399805,9,319,1,CAD
691005,3,"2016-11-21 00:00:00","Not Available",399805,9,1351,1,CAD
691006,1,"2016-11-21 00:00:00","Not Available",858132,34,1261,3,EUR
691006,2,"2016-11-21 00:00:00","Not Available",858132,34,1388,8,EUR
691006,3,"2016-11-21 00:00:00","Not Available",858132,34,3,7,EUR
692000,1,"2016-11-22 00:00:00","Not Available",1998305,66,2486,1,USD
692000,2,"2016-11-22 00:00:00","Not Available",1998305,66,2104,1,USD
692000,3,"2016-11-22 00:00:00","Not Available",1998305,66,1466,5,USD
692000,4,"2016-11-22 00:00:00","Not Available",1998305,66,519,9,USD
692002,1,"2016-11-22 00:00:00","Not Available",1600965,50,1077,1,USD
692002,2,"2016-11-22 00:00:00","Not Available",1600965,50,1580,1,USD
692002,3,"2016-11-22 00:00:00","Not Available",1600965,50,2156,3,USD
692002,4,"2016-11-22 00:00:00","Not Available",1600965,50,732,3,USD
692002,5,"2016-11-22 00:00:00","Not Available",1600965,50,1941,6,USD
692003,1,"2016-11-22 00:00:00","Not Available",1601387,50,2064,1,USD
692004,1,"2016-11-22 00:00:00","2016-11-30 00:00:00",2042548,0,2144,1,USD
692004,2,"2016-11-22 00:00:00","2016-11-30 00:00:00",2042548,0,1658,2,USD
692004,3,"2016-11-22 00:00:00","2016-11-30 00:00:00",2042548,0,43,3,USD
692005,1,"2016-11-22 00:00:00","Not Available",539789,19,2222,2,EUR
692005,2,"2016-11-22 00:00:00","Not Available",539789,19,874,8,EUR
692005,3,"2016-11-22 00:00:00","Not Available",539789,19,1826,4,EUR
692006,1,"2016-11-22 00:00:00","2016-11-30 00:00:00",1991913,0,557,3,USD
692006,2,"2016-11-22 00:00:00","2016-11-30 00:00:00",1991913,0,1447,1,USD
692007,1,"2016-11-22 00:00:00","Not Available",914878,38,181,1,GBP
692007,2,"2016-11-22 00:00:00","Not Available",914878,38,2105,3,GBP
692007,3,"2016-11-22 00:00:00","Not Available",914878,38,91,1,GBP
692008,1,"2016-11-22 00:00:00","2016-12-04 00:00:00",942659,0,444,7,GBP
692008,2,"2016-11-22 00:00:00","2016-12-04 00:00:00",942659,0,1138,4,GBP
692008,3,"2016-11-22 00:00:00","2016-12-04 00:00:00",942659,0,1627,3,GBP
692008,4,"2016-11-22 00:00:00","2016-12-04 00:00:00",942659,0,431,1,GBP
692008,5,"2016-11-22 00:00:00","2016-12-04 00:00:00",942659,0,1461,9,GBP
693000,1,"2016-11-23 00:00:00","Not Available",1163087,37,1097,2,GBP
693000,2,"2016-11-23 00:00:00","Not Available",1163087,37,440,4,GBP
693001,1,"2016-11-23 00:00:00","Not Available",1228783,66,428,2,USD
693001,2,"2016-11-23 00:00:00","Not Available",1228783,66,424,3,USD
693001,3,"2016-11-23 00:00:00","Not Available",1228783,66,120,1,USD
693002,1,"2016-11-23 00:00:00","Not Available",497679,19,2087,1,EUR
693003,1,"2016-11-23 00:00:00","2016-12-05 00:00:00",1335146,0,2092,2,USD
693003,2,"2016-11-23 00:00:00","2016-12-05 00:00:00",1335146,0,152,1,USD
693003,3,"2016-11-23 00:00:00","2016-12-05 00:00:00",1335146,0,1484,8,USD
693005,1,"2016-11-23 00:00:00","2016-11-28 00:00:00",1141428,0,1494,2,GBP
693006,1,"2016-11-23 00:00:00","Not Available",203076,9,58,2,CAD
693007,1,"2016-11-23 00:00:00","2016-12-01 00:00:00",54089,0,1788,1,AUD
693007,2,"2016-11-23 00:00:00","2016-12-01 00:00:00",54089,0,2368,1,AUD
693007,3,"2016-11-23 00:00:00","2016-12-01 00:00:00",54089,0,1502,2,AUD
693007,4,"2016-11-23 00:00:00","2016-12-01 00:00:00",54089,0,2116,8,AUD
693008,1,"2016-11-23 00:00:00","Not Available",1427357,45,94,4,USD
693008,2,"2016-11-23 00:00:00","Not Available",1427357,45,1441,6,USD
693008,3,"2016-11-23 00:00:00","Not Available",1427357,45,135,3,USD
693008,4,"2016-11-23 00:00:00","Not Available",1427357,45,45,1,USD
693008,6,"2016-11-23 00:00:00","Not Available",1427357,45,1640,1,USD
693009,1,"2016-11-23 00:00:00","Not Available",2020722,45,1095,1,USD
694000,1,"2016-11-24 00:00:00","Not Available",1980048,56,1620,1,USD
694001,1,"2016-11-24 00:00:00","Not Available",204502,8,30,2,CAD
694002,1,"2016-11-24 00:00:00","Not Available",1784345,47,1433,1,USD
694002,2,"2016-11-24 00:00:00","Not Available",1784345,47,486,1,USD
694002,3,"2016-11-24 00:00:00","Not Available",1784345,47,434,8,USD
694002,4,"2016-11-24 00:00:00","Not Available",1784345,47,53,1,USD
694002,5,"2016-11-24 00:00:00","Not Available",1784345,47,445,4,USD
694002,6,"2016-11-24 00:00:00","Not Available",1784345,47,1667,6,USD
694003,1,"2016-11-24 00:00:00","Not Available",243209,10,2052,1,CAD
694004,1,"2016-11-24 00:00:00","Not Available",386552,10,1604,4,CAD
694005,1,"2016-11-24 00:00:00","Not Available",1911080,45,2377,2,USD
694005,2,"2016-11-24 00:00:00","Not Available",1911080,45,1698,1,USD
694006,1,"2016-11-24 00:00:00","Not Available",1508230,53,2036,8,USD
694007,1,"2016-11-24 00:00:00","Not Available",435755,24,101,1,EUR
694007,2,"2016-11-24 00:00:00","Not Available",435755,24,1385,4,EUR
694007,3,"2016-11-24 00:00:00","Not Available",435755,24,1608,4,EUR
694009,1,"2016-11-24 00:00:00","2016-12-03 00:00:00",1391057,0,1572,2,USD
694009,2,"2016-11-24 00:00:00","2016-12-03 00:00:00",1391057,0,671,3,USD
694010,1,"2016-11-24 00:00:00","Not Available",1818102,55,2033,4,USD
694010,2,"2016-11-24 00:00:00","Not Available",1818102,55,1877,7,USD
694010,3,"2016-11-24 00:00:00","Not Available",1818102,55,1486,1,USD
694010,4,"2016-11-24 00:00:00","Not Available",1818102,55,92,3,USD
694011,1,"2016-11-24 00:00:00","Not Available",2025955,65,1631,1,USD
694011,2,"2016-11-24 00:00:00","Not Available",2025955,65,50,1,USD
694012,1,"2016-11-24 00:00:00","Not Available",1147519,40,421,2,GBP
694012,2,"2016-11-24 00:00:00","Not Available",1147519,40,2012,5,GBP
694012,3,"2016-11-24 00:00:00","Not Available",1147519,40,62,2,GBP
695001,1,"2016-11-25 00:00:00","Not Available",530592,24,2128,3,EUR
695001,2,"2016-11-25 00:00:00","Not Available",530592,24,381,3,EUR
695001,3,"2016-11-25 00:00:00","Not Available",530592,24,1594,2,EUR
695002,1,"2016-11-25 00:00:00","Not Available",326510,10,101,2,CAD
695002,2,"2016-11-25 00:00:00","Not Available",326510,10,2099,1,CAD
695002,3,"2016-11-25 00:00:00","Not Available",326510,10,1461,2,CAD
695003,1,"2016-11-25 00:00:00","Not Available",486020,20,1585,1,EUR
695003,2,"2016-11-25 00:00:00","Not Available",486020,20,545,2,EUR
695003,3,"2016-11-25 00:00:00","Not Available",486020,20,1720,1,EUR
695004,1,"2016-11-25 00:00:00","2016-12-01 00:00:00",1549048,0,1702,2,USD
695004,2,"2016-11-25 00:00:00","2016-12-01 00:00:00",1549048,0,86,1,USD
695005,1,"2016-11-25 00:00:00","2016-12-04 00:00:00",352719,0,774,3,CAD
695005,2,"2016-11-25 00:00:00","2016-12-04 00:00:00",352719,0,2423,2,CAD
695006,1,"2016-11-25 00:00:00","Not Available",400071,23,1634,7,EUR
695007,1,"2016-11-25 00:00:00","Not Available",425179,22,1546,1,EUR
695007,2,"2016-11-25 00:00:00","Not Available",425179,22,2517,1,EUR
695007,3,"2016-11-25 00:00:00","Not Available",425179,22,1447,1,EUR
695007,4,"2016-11-25 00:00:00","Not Available",425179,22,1292,1,EUR
695008,1,"2016-11-25 00:00:00","Not Available",1574290,57,1899,4,USD
695008,2,"2016-11-25 00:00:00","Not Available",1574290,57,2498,1,USD
695008,3,"2016-11-25 00:00:00","Not Available",1574290,57,1614,2,USD
695008,4,"2016-11-25 00:00:00","Not Available",1574290,57,1692,6,USD
695008,5,"2016-11-25 00:00:00","Not Available",1574290,57,76,3,USD
696000,1,"2016-11-26 00:00:00","Not Available",1127638,40,1547,8,GBP
696000,2,"2016-11-26 00:00:00","Not Available",1127638,40,379,2,GBP
696001,1,"2016-11-26 00:00:00","Not Available",258702,10,83,1,CAD
696001,2,"2016-11-26 00:00:00","Not Available",258702,10,825,2,CAD
696001,3,"2016-11-26 00:00:00","Not Available",258702,10,648,1,CAD
696001,4,"2016-11-26 00:00:00","Not Available",258702,10,1446,3,CAD
696001,5,"2016-11-26 00:00:00","Not Available",258702,10,1742,5,CAD
696001,6,"2016-11-26 00:00:00","Not Available",258702,10,1187,2,CAD
696001,7,"2016-11-26 00:00:00","Not Available",258702,10,2115,1,CAD
696002,1,"2016-11-26 00:00:00","Not Available",715379,28,1591,1,EUR
696002,2,"2016-11-26 00:00:00","Not Available",715379,28,2102,1,EUR
696003,1,"2016-11-26 00:00:00","Not Available",2065494,44,1715,4,USD
696003,2,"2016-11-26 00:00:00","Not Available",2065494,44,2505,1,USD
696003,3,"2016-11-26 00:00:00","Not Available",2065494,44,489,2,USD
696003,4,"2016-11-26 00:00:00","Not Available",2065494,44,1484,1,USD
696004,1,"2016-11-26 00:00:00","Not Available",609715,15,2112,2,EUR
696005,1,"2016-11-26 00:00:00","Not Available",1233925,57,2510,2,USD
696006,1,"2016-11-26 00:00:00","2016-12-03 00:00:00",1337241,0,445,1,USD
696006,2,"2016-11-26 00:00:00","2016-12-03 00:00:00",1337241,0,1728,4,USD
696007,1,"2016-11-26 00:00:00","Not Available",744667,29,141,1,EUR
696007,2,"2016-11-26 00:00:00","Not Available",744667,29,2103,3,EUR
696007,3,"2016-11-26 00:00:00","Not Available",744667,29,117,1,EUR
696008,1,"2016-11-26 00:00:00","Not Available",1155899,42,1058,1,GBP
696008,2,"2016-11-26 00:00:00","Not Available",1155899,42,60,1,GBP
696008,3,"2016-11-26 00:00:00","Not Available",1155899,42,1987,2,GBP
696009,1,"2016-11-26 00:00:00","Not Available",1098793,40,69,3,GBP
696009,2,"2016-11-26 00:00:00","Not Available",1098793,40,1577,8,GBP
696011,1,"2016-11-26 00:00:00","Not Available",799260,29,1797,6,EUR
